word_id,eng_word,pl_translation,part_of_speech
460,due,"przymiotnik: 1 słuszny/należny 2 zaplanowany, przysłówek: 1 dokładnie/bezpośrednio, rzeczownik: 1 opłata",adjective/adverb/noun
461,artisan,rzemieślnik,noun
462,relief,ulga,noun
463,exertion,wysiłek,noun
464,loom,wynurzać się z mgły,verb/noun
465,brisk,energetyczny,adjective
466,provision,prowiant/zaopatrzenie,noun
467,sustenance,wyżywienie,noun
468,starched,nakrochmalony,adjective
469,mildew,pleśń,noun
470,examine,badać,verb
471,abroad,za granicę,adverb
472,unwise,niemądrze,adjective
473,nod,skinienie/ukłon,noun/verb
474,quaint,osobliwy/ciekawy/oryginalny,adjective
475,narrow,wąski,adjective
476,spill,wylać się/rozlać się,verb/noun
477,sullen,ponury,adjective
478,stroll,przechadzka,verb/noun
479,unsettle,zaniepokoić,verb
480,dense,gęsty,adjective
481,crude,w surowym staanie,adjective
482,prickle,ukłucie/kłuć,noun/verb
483,hemmed,osaczony,adjective/verb
484,hampered,skrępowany,adjective/verb
485,courtyard,dziedziniec,noun
486,quarry,ofiara/zdobycz,noun
487,emerge, pojawić się,verb
488,shimmer,połyskiwać/lśnić/migotać,verb/noun
489,squat,przysiad/przysadzisty,adjective/verb
490,neat,schludny/czysty/staranny/gustowny,adjective
491,frown,marszczyć się,verb/noun
492,fancy,fantazyjny,adjective
493,thoroughfare,przejście/przejazd,noun
494,overcast,pochmurny,adjective
495,hiss,syczenie,noun/verb
496,abrupt,nagły,adjective
497,sudden,nagły/niespodziewany,adjective
498,suddenly,niespodziewanie,adverb
499,peer,przyglądać się bacznie,verb/noun
500,flicker,migotanie,verb/noun
501,lodging room,pokój do wynajęcia,noun
502,compartment,przedział,noun
503,dwelling,mieszkanie,noun
504,modest,skromny,adjective
505,slate,dachówka łupkowa,noun
506,weary,zmęczony,adjective/verb
507,underneath,pod spodem,preposition
508,reckon,sądzić/liczyć się/zsumować,verb
509,reverie,zaduma,noun
510,tint,odcień,noun/verb
511,tinting,barwienie się,noun
512,descend,opadać/zniżać się,verb
513,glance,spoglądać,verb/noun
514,recede,oddalać się,verb
515,dough,forsa,noun
516,sip,łyk,noun/verb
517,instead,zamiast,adverb
518,proper,właściwy,adjective
519,bustling,gwar,adjective
520,hustle,pośpiech,noun/verb
521,confide,zwierzać się,verb
522,amused,rozbawiony,adjective
523,rattle,grzechotka/grzechotać,noun/verb
524,attitude,nastawienie/postawa,noun
525,demeanor,postawa,noun
526,lax,luźny/swobodny/niedbały,adjective
527,recently,niedawno,adverb
528,self-inflicted,samookaleczenie,adjective
529,inflicted,okaleczenie,verb/adjective
530,solitude,samotność/samotnia,noun
531,though,"chociaż/nawet jeśli/pomimo, że",conjunction
532,reluctant,niechętny,adjective
533,however,jednak,adverb
534,Devoid,pozbawiony czegoś,adjective
535,void,unieważniać,noun
536,coruscate,skrzyć/iskrzyć,verb
537,rampant,szerzący się/nieokiełznany,adjective
538,Superstition,przesąd/zabobobn,noun
539,rely,polegać (na),verb
540,ailing,schorowany,adjective
541,excursion,wycieczka,noun
542,motor couch,autokar,noun
543,put up with,znosić,verb
544,at least,przynajmniej/co najmniej,adverb
545,drawn to,pociągnięty do ,verb phrase
546,crest,szczyt,noun
547,drop off,zasnąć,phrasal verb
548,consequently,wskutek tego,adverb
549,unify,jednoczyć,verb
550,constituency,"okręg wyborczy, wyborcy",noun
551,quarrel,"kłótnia, kłócić się",noun
552,accurate,dokładny/precyzyjny,adjective
553,decimal,dziesiętny,adjective
554,proverb,przysłowie,noun
555,principle,zasada/reguła,noun
556,ashamed,zawstydzony,adjective
557,steep,stromy/gwałtowny,adjective
558,minor,drobny/nieletni/drugi fakultet,adjective/noun
559,aptitude,zdolność,noun
560,rink,lodowisko,noun
561,frequency,częstotliwość,noun
562,erase,zmazać,verb
563,highlighter,zakreślacz,noun
564,promotion,awans/promocja/propagowanie,noun
565,decrease,zmniejszać (się),verb
566,merit,zasługa/zasłużyć się,noun/verb
567,amusement,rozrywka,noun
568,palm,palma/dłoń,noun
569,unification,zjednoczenie/ujednolicenie/unifikacja,noun
570,term,semestr/termin,noun
571,misunderstand,żle zrozumieć,verb
572,sweep,zamiatać/omiatać,verb
573,regarding,odnośnie/co się tyczy,preposition
574,surround,otaczać/opasywać,verb
575,development,rozwój,noun
576,belief,wiara,noun
577,dump,śmietnisko/skład/sterta,noun
578,dump,kafelki/płytki,noun
579,electrician,elektryk,noun
580,tick,zaznaczenie/odchaczać/kleszcz,noun/verb
581,whereas,podczas gdy/natomiast,conjunction
582,slice,plasterek/kromka,noun/verb
583,unforgettable,niezapomniany,adjective
584,artificial,sztyczny,adjective
585,peel,skórka/obierać/łuszczyć się,noun/verb
586,saying,powiedzenie,noun
587,apart,oddalone od siebie/osobno,adverb/adjective
588,sack,wyrzucić z pracy/worek,noun/verb
589,fare,opłata,noun
590,significant,istotny/znaczący/ważny,adjective
591,telly,telewizja,Noun
592,overcome,przezwyciężyć,Verb
593,sigh,westchnąć/westchnienie,Verb
594,convince,przekonywać/namawiać,Verb
595,refer,odwoływać się (do)/odnosić się/zwracać się,Verb
596,faint,słaby/zemdleć,Adjective/Verb
597,runway,pas startowy/bieżnia,Noun
598,attraction,przyciąganie/pociąg/atrakcja,Noun
599,properly,odpowiednio/właściwie,Adverb
600,affect,wpływać na/poruszać,verb
601,merry,wesoły/miły,adjective
602,conductor,konduktor/przewodnik elektryczny,noun
603,facilities,udogodnienia/sprzęt/obiekty,noun
604,confusion,zamieszanie,noun
605,publisher,wydawca,noun
606,vowel,samogłoska,noun
607,shelter,schronienie,noun
608,contribute,wnieść/przyczynić się,verb
609,counsellor,doradca/adwokat,noun
610,delight,zachwyt/zachwycać,noun/verb
611,tear,drzeć/łza,noun/verb
612,trumpet,trąbka,noun
613,depart,wyjeżdżać/odjeżdżać/odstępować,verb
614,chick,pisklę/kurczątko,noun
615,granny,babcia,noun
616,stove,piec/kuchenka,noun
617,bridegroom,pan młody,noun
618,roast,pieczeń,noun
619,timetable,rozkład jazdy/rozkład zajęć,noun
620,foal,źrebię/oźrebić się,noun/verb
621,hen,kura,noun
622,fortnight,dwa tygodnie,noun
623,sneeze,kichać/kichnięcie,noun/verb
624,pardon,ułaskawiać/przebaczać/ułaskawienie,noun/verb
625,petrol,benzyna,noun
626,piglet,prosiak,noun
627,dreadful,straszne,adjective
628,even,"przysłówek - nawet, jeszcze / przymiotnik: parzysty, równy",adjective
629,calf,"łydka, cielę",noun
630,mend,naprawiać,verb
631,keen,"chętny, zapalony, ostry",adjective
632,thick,"gruby, gęsty / grubo, gęsto",adjective
633,plaster,gips/gipsować/oklejać/tynkować,noun/verb
634,interview,rozmowa kwalifikacyjna/wywiad/przesłuchanie/przeprowadzać wywaid,noun/verb
635,honeymoon,miesiąc miodowy,noun
636,bergain,okazja/targować się,noun/verb
637,pitch,wysokość tonu,noun
638,waste,strata/odpady/marnować,noun/verb
639,blow,cios/wiać/dmuchać,noun/verb
640,niece,siostrzenica/bratanica,noun
641,niece,siostrzenica/bratanica,noun
642,conjunction,spójnik,noun
643,saucepan,rondel,noun
644,remote,odległy/daleki,adjective
645,pop,przebijać/pękać z trzaskiem/pop,verb/noun
646,adverb,przysłówek,noun
647,stand,stać/opinia/znosić/postawić/podstawka,noun/verb
648,along,"wzdłuż/naprzód/z, ze sobą",adverb/preposition
649,dial,tarcza telefonu czy zegara/wybierać numer telefonu,noun/verb
650,carrier,przewoźnik/nosiciel/nosidełko,noun
651,razor,maszynka do golenia/brzytwa,noun
652,rucksack,plecak,noun
653,rug,dywan/dywanik,noun
654,checkout,wymeldowanie/kasa,noun
655,untidy,nieuporządkowany/niestaranny,adjective
656,comb,czesać/grzebień,verb/noun
657,capital,stolica/kapitał,noun
658,folk,lud/ludowy,noun/adjective
659,reserve,groch,noun/verb
660,reserve,rezerwa/powściągliwość/rezerwowy/rezerwować,noun/adjective
661,freezer,zamrażarka,noun
662,clarinet,klarnet,noun
663,receipt,paragon/pokwitowanie,noun
664,spelling,pisownia,noun
665,fond,lubić/zamiłowany,adjective/verb
666,crayon,kredka,noun
667,groom,pan młody/stajenny/oporządzić/wyszczotkować/dbać o siebie,noun/verb
668,traffic,ruch uliczny,noun
669,tape,kaseta/taśma/nagrywać/przyklejać za pomocą taśmy,noun/verb
670,accommodation,zakwaterowanie,noun
671,takeoff,start/nagły sukces,noun
672,leap,skok/skakać,noun/verb
673,conservation,ochrona/zachowanie,noun
674,nephew,siostrzeniec/bratanek,noun
675,cupboard,kredens/szafka,noun
676,cottage,domek/chatka,noun
677,noticeboard,tablica ogłoszeń,noun
678,eraser,gumka do mazania,noun
679,chalk,kreda,noun
680,sink,zlew/tonąć/opadać,noun/verb
681,bride,panna młoda,noun
682,leisure,czas wolny,noun
683,course,"kurs/bieg,tok/danie",noun
684,insufficient,niewystarczający,adjective
685,underhanded,podstępny,adjective
686,bond,więź,noun
687,scrutiny,badanie/lustracja,noun
688,hollow,"pusty, wydrążony",adjective/noun
689,backlash,"reakcja / negatywny odzew, luz międzyzębowy",noun
690,merge,łączyć,verb
691,though,chociaż,conjunction
692,equation,równanie,noun
693,indicator,wskaźnik,noun
694,variable,zmienna,noun/adjective
695,concurrent,równoległy,adjective
696,simultaneous,równoczesny,adjective
697,latest,najnowszy,adjective
698,nevertheless,niemniej jednak,adverb
699,rigid,sztywny,adjective
700,inertial force,siła bezwładności,noun
701,amiss,"źle, nie tak",adverb
702,relish,smakować,verb
703,dwindle,"maleć, zmniejszać się, niknąć itp.",verb
704,heirloom,"dziedzictwo, scheda",noun
705,basin,dorzecze,noun
706,breakthrough,przełom,noun
707,significant,istotny,adjective
708,furthermore,ponadto,adverb
709,albeit,aczkolwiek,conjunction
710,vary,"zmieniać soię, różnić się",verb
711,concrete,"konkretny, betonowy, beton, konkret",adjective/noun
712,rely,"polegać, zaufać",verb
713,entertainer,komik,noun
714,terrific,niesamowity,adjective
715,dally,marudzić,verb
716,indicate,wskazywać na,verb
717,unreliable,"niepewny, nieodpowiedzialny (nie można na nim polegać), nierzetelny, niewiarygodny",adjective
718,drawers,szuflady,noun
719,answerphone,automatyczna sekretarka,noun
720,arrangement,"ustalenie, układ, ustawienie",noun
721,Hebrew,"hebrajski, żydowski",adjective
722,mist,mgła,noun
723,approximately,"w przybliżeniu, około",adverb
724,supply duct,kanał zasilający,noun
725,baffle,przegroda,noun
726,hopper,zbiornik,noun
727,pleat,"plisa, zakładka",noun
728,recent,"ostatni, niedawny",przymiotnik
729,castor,rolka,rzeczownik
730,array,szyk,rzeczownik
731,lime,wapno,rzeczownik
732,abrasive,ścierniwo,rzeczownik
733,shavings,wióry,rzeczownik
734,handling,obsługiwanie,rzeczownik
735,alongside,wzdłuż,przyimek
736,dispose,dysponować,czasownik
737,foundry,odlewnia,noun
738,smelter,huta,noun
739,incineration plant,spalarnia,noun
740,comprise,zawierać,verb
741,commissioning,uruchomienie,noun
742,deliberately,celowo,adverb
743,intercept,przechwycić,verb
744,suspended,zawieszony,adjective
745,attenuation,osłabienie,noun
746,revise,poprawiać/rewidować,verb
747,mandatory,obowiązkowy,adjective
748,due to,wskutek,preposition
749,subassembly,podzespół,noun
750,tacking,sczepianie,noun
751,alter,zmieniać,verb
752,derived,pochodny,adjective
753,commodity,towar,noun
754,overdue,zaległy,adjective
755,due diligence,należyta staranność,noun
756,embedded,osadzony,adjective
757,assign,przydzielać,verb
758,prior,wcześniejszy,adjective
759,countersunk screw,śruba z łbem stożkowym (wpuszczana),noun
760,attenuator,tłumik,noun
761,tangent,styczny,adjective
762,interim,tymczasowy,adjective
763,combustible,palny,adjective
764,chute,zsyp,noun
765,adjacent,przylegający,adjective
766,conduct,przeprowadzić (np. szkolenie),verb
767,evacuation drills,ćwiczenia ewakuacyjne,noun
768,plant,zakład,noun
769,comprehensive,obszerny,adjective
770,enforcement,egzekwowanie,noun
771,facility,obiekt,noun
772,complacency,samozadowolenie,noun
773,housekeeping,gospodarowanie,noun
774,dispersed,rozproszony,adjective
775,related,związany,adjective
776,convey,"przekazywać, podawać",verb
777,fine,"drobno, drobny",adjective
778,suspend,zawieszać,verb
779,dispersion,"dyspersja, rozproszenie",noun
780,confinement,"ograniczenie, uwięzienie",noun
781,combustion,spalanie,noun
782,distinguish,rozróżniać,verb
783,deflagration,deflagracja,noun
784,regardless,bez względu na,adverb
785,therefore,dlatego,adverb
786,vast,rozległy,adjective
